['""', 'Bambini', 'Cartoni', 'The best of', 'Anna Dai Capelli Rossi', '=MP3_SommaSE(H19:S19,T19:Y19,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 1722880, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Arale Avventura Nello Spazio Another Dream', '=MP3_SommaSE(H20:S20,T20:Y20,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 3824036, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Arrivano I Superboys', '=MP3_SommaSE(H21:S21,T21:Y21,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 1723428, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Astro Robot         ', '=MP3_SommaSE(H22:S22,T22:Y22,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 1730560, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Astro Robot-Quattro Supereroi', '=MP3_SommaSE(H23:S23,T23:Y23,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 2023056, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Astroganga          ', '=MP3_SommaSE(H24:S24,T24:Y24,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 1337417, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Babil Junior        ', '=MP3_SommaSE(H25:S25,T25:Y25,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 1667657, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Babil Junior Cover  ', '=MP3_SommaSE(H26:S26,T26:Y26,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 3405510, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Baldios             ', '=MP3_SommaSE(H27:S27,T27:Y27,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 2878344, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Belfy E Lillibit    ', '=MP3_SommaSE(H28:S28,T28:Y28,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 2586024, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Belle E Sebastien   ', '=MP3_SommaSE(H29:S29,T29:Y29,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 1987632, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Bem                 ', '=MP3_SommaSE(H30:S30,T30:Y30,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 3103128, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Bia La Sfida Della Magia', '=MP3_SommaSE(H31:S31,T31:Y31,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 1113051, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Bialasfidadellamagia', '=MP3_SommaSE(H32:S32,T32:Y32,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 1113051, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Blue Noah Mare Spaziale', '=MP3_SommaSE(H33:S33,T33:Y33,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 1313097, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Calendar Man        ', '=MP3_SommaSE(H34:S34,T34:Y34,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 3527575, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Candy Candy         ', '=MP3_SommaSE(H35:S35,T35:Y35,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 1334125, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Candycandy          ', '=MP3_SommaSE(H36:S36,T36:Y36,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 1334125, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Capitan Futuro      ', '=MP3_SommaSE(H37:S37,T37:Y37,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 2526048, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Capitan Futuro-Gran Capitano', '=MP3_SommaSE(H38:S38,T38:Y38,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 1351131, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Capitan Harlock     ', '=MP3_SommaSE(H39:S39,T39:Y39,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 2820098, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Capitan Harlock-I Corsari Delle Stelle', '=MP3_SommaSE(H40:S40,T40:Y40,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 1153280, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Capitan Jet         ', '=MP3_SommaSE(H41:S41,T41:Y41,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 2078352, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Capitanharlock      ', '=MP3_SommaSE(H42:S42,T42:Y42,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 1239954, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Capitanharlock-Icorsaridellestelle', '=MP3_SommaSE(H43:S43,T43:Y43,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 1153280, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Cara Dolce Kyoko-Kanashimi Yo Konnichi Wa', '=MP3_SommaSE(H44:S44,T44:Y44,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 3752855, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Carletto Principe Dei Mostri-Carletto E I Mostri', '=MP3_SommaSE(H45:S45,T45:Y45,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 1652616, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Carletto Principe Dei Mostri-Che Paura Mi Fa', '=MP3_SommaSE(H46:S46,T46:Y46,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 2702448, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Carlettoeimostri    ', '=MP3_SommaSE(H47:S47,T47:Y47,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 1652616, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Ceraunavoltapollon  ', '=MP3_SommaSE(H48:S48,T48:Y48,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 2798872, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Chepauramifa        ', '=MP3_SommaSE(H49:S49,T49:Y49,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 2702448, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Chobin              ', '=MP3_SommaSE(H50:S50,T50:Y50,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 2513952, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Conan               ', '=MP3_SommaSE(H51:S51,T51:Y51,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 2976914, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Cuore               ', '=MP3_SommaSE(H52:S52,T52:Y52,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 1865142, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Cybernella          ', '=MP3_SommaSE(H53:S53,T53:Y53,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 3096241, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Cyborg 009          ', '=MP3_SommaSE(H54:S54,T54:Y54,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 1317851, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Daitarn 3           ', '=MP3_SommaSE(H55:S55,T55:Y55,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 3190410, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Daitarniii          ', '=MP3_SommaSE(H56:S56,T56:Y56,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 1378194, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Daltanious          ', '=MP3_SommaSE(H57:S57,T57:Y57,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 2579904, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Danguard-Al Decimo Pianeta', '=MP3_SommaSE(H58:S58,T58:Y58,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 2481737, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Danguard-Contatto E Va', '=MP3_SommaSE(H59:S59,T59:Y59,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 2174256, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Dastardly And Muttley', '=MP3_SommaSE(H60:S60,T60:Y60,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 1211245, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Don Chuck Story     ', '=MP3_SommaSE(H61:S61,T61:Y61,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 2950416, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Donchuckilcastoro   ', '=MP3_SommaSE(H62:S62,T62:Y62,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 2458017, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Doraemon            ', '=MP3_SommaSE(H63:S63,T63:Y63,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 2143584, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Dragon Ball-Maka Fushigi Adventure', '=MP3_SommaSE(H64:S64,T64:Y64,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 864548, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Dragon Ball-Romantic Ageruyo', '=MP3_SommaSE(H65:S65,T65:Y65,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 768626, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'E Quasi Magia Johnny', '=MP3_SommaSE(H66:S66,T66:Y66,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 2217448, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Evelyn E La Magia Di Un Sogno D Amore', '=MP3_SommaSE(H67:S67,T67:Y67,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 3729596, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Fan Bernardo        ', '=MP3_SommaSE(H68:S68,T68:Y68,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 2530656, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Fantaman            ', '=MP3_SommaSE(H69:S69,T69:Y69,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 1351471, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Fantaman Cover      ', '=MP3_SommaSE(H70:S70,T70:Y70,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 2015280, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Fiorellino Giramondo', '=MP3_SommaSE(H71:S71,T71:Y71,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 2488685, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Fogus - Jeeg Robot  ', '=MP3_SommaSE(H72:S72,T72:Y72,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 1441013, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Forza-Sugar         ', '=MP3_SommaSE(H73:S73,T73:Y73,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 2303634, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Gakeen Magnetico Robot', '=MP3_SommaSE(H74:S74,T74:Y74,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 1931472, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Gatchaman La Battaglia Dei Pianeti', '=MP3_SommaSE(H75:S75,T75:Y75,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 2195383, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Gatchaman La Battaglia Dei Pianeti Cover', '=MP3_SommaSE(H76:S76,T76:Y76,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 2195383, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'George Della Giungla', '=MP3_SommaSE(H77:S77,T77:Y77,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 2012318, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Georgie             ', '=MP3_SommaSE(H78:S78,T78:Y78,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 1006262, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Gigi La Trottola    ', '=MP3_SommaSE(H79:S79,T79:Y79,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 1851192, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Godam               ', '=MP3_SommaSE(H80:S80,T80:Y80,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 2972525, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Godsigma            ', '=MP3_SommaSE(H81:S81,T81:Y81,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 1248653, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Goldrake            ', '=MP3_SommaSE(H82:S82,T82:Y82,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 3202086, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Goldrake-Alcor      ', '=MP3_SommaSE(H83:S83,T83:Y83,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 2806698, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Goldrake-Goldrake   ', '=MP3_SommaSE(H84:S84,T84:Y84,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 2432592, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Goldrake-Pianeta Terra', '=MP3_SommaSE(H85:S85,T85:Y85,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 4119830, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Goldrake-Shooting Star', '=MP3_SommaSE(H86:S86,T86:Y86,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 1293531, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Goldrake-Ufo Robot  ', '=MP3_SommaSE(H87:S87,T87:Y87,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 2778720, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Goldrake-Vega       ', '=MP3_SommaSE(H88:S88,T88:Y88,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 3025296, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Goldrake-Venusia    ', '=MP3_SommaSE(H89:S89,T89:Y89,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 3644450, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Gordian             ', '=MP3_SommaSE(H90:S90,T90:Y90,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 2884754, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Gran Prix Il Supercampionissimo', '=MP3_SommaSE(H91:S91,T91:Y91,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 2496052, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Gundam              ', '=MP3_SommaSE(H92:S92,T92:Y92,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 3067530, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Heidi               ', '=MP3_SommaSE(H93:S93,T93:Y93,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 1192411, '""', '""', '""', '""']
['""', 'Bambini', 'Cartoni', 'The best of', 'Hello Sandybell     ', '=MP3_SommaSE(H94:S94,T94:Y94,$H$4:$S$4)', 'x', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 3045168, '""', '""', '""', '""']
